category;subcategory;level;question;correct;wrong1;wrong2
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "BOY"?;Chłopiec;Dziewczynka;Pan
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "TEACHER"?;Nauczyciel;Uczeń;Dyrektor
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "CLASSROOM"?;Klasa/Sala;Boisko;Stołówka
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "COLORS"?;Kolory;Kredki;Farby
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "PAPER"?;Papier;Długopis;Nożyczki
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "ERASER"?;Gumka do mazania;Ołówek;Linijka
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "RULER"?;Linijka;Gumka;Piórnik
Język Angielski;Przetłumacz na polski;średnie;Jak powiesz po polsku "SIT DOWN"?;Usiądź;Wstań;Biegnij
Język Angielski;Przetłumacz na polski;średnie;Jak powiesz po polsku "STAND UP"?;Wstań;Usiądź;Skacz
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "PLAY"?;Bawić się;Pracować;Spać
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SING"?;Śpiewać;Tańczyć;Mówić
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "POMIDOR"?;Tomato;Potato;Carrot
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "MARCHEWKA"?;Carrot;Tomato;Onion
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "ZIEMNIAK"?;Potato;Carrot;Apple
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "GRABIE"?;Rake;Spade;Bucket
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "ŁOPATKA" (do piasku)?;Spade;Bucket;Ball
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "WIADERKO"?;Bucket;Spade;Toy
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "RADOŚĆ" (szczęśliwy)?;Happy;Sad;Angry
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SMUTEK" (smutny)?;Sad;Happy;Funny
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "MOTYL"?;Butterfly;Spider;Bee
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "BIEDRONKA"?;Ladybird;Butterfly;Fly
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "ŚWIAŁO"?;Light;Dark;Sun
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "NOC"?;Night;Day;Morning
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "DZIEŃ"?;Day;Night;Evening
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "PYSZNE"?;Yummy;Yucky;Sweet
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "NIEDOBRE" (fuj)?;Yucky;Yummy;Great
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "MAŁY PIESEK"?;Puppy;Kitten;Hamster
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "MAŁY KOTEK"?;Kitten;Puppy;Bunny
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "DOKTOR"?;Doctor;Nurse;Teacher
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "POLICJA"?;Police;Fireman;Doctor
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "STRAŻAK"?;Fireman;Police;Pilot
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "STÓŁ"?;Table;Chair;Bed
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KREDKA"?;Crayon;Pencil;Pen
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "FARBY"?;Paints;Crayons;Paper
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SKAKAĆ NA SKAKANCE"?;Jump rope;Run;Swim
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "GŁOWA, RAMIONA, KOLANA, PIĘTY" (popularna piosenka)?;Head, shoulders, knees and toes;One, two, three, four;Apple, banana, orange
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "DZIECKO"?;Child;Man;Woman
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku są "URODZINY"?;Birthday;Christmas;Easter
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "PREZENT"?;Present;Toy;Box
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku powiesz "CHODŹ TUTAJ"?;Come here;Go away;Sit down
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku powiesz "IDŹ TAM"?;Go there;Come here;Stand up
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku powiesz "DOBRANOC"?;Good night;Good morning;Hello
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza angielskie słowo "TOY"?;Zabawka;Gra;Książka
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SUMMER"?;Lato;Zima;Wiosna
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "WINTER"?;Zima;Jesień;Lato
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SPOON"?;Łyżka;Widelec;Nóż
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "FORK"?;Widelec;Łyżka;Talerz
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "KNIFE"?;Nóż;Łyżka;Kubek
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "CUP"?;Kubek;Talerz;Miska
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "CLOUDY"?;Pochmurno;Słonecznie;Wietrznie
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "WINDY"?;Wietrznie;Gorąco;Mroźno
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "STORM"?;Burza;Tęcza;Mgła
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "LODÓWKA"?;Fridge;Oven;Sink
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "PIEKARNIK"?;Oven;Fridge;Cooker
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "MYĆ"?;Wash;Eat;Sleep
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SZCZOTECZKA"?;Brush;Comb;Soap
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "MYDŁO"?;Soap;Water;Cream
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "CZEKOLADA"?;Chocolate;Candy;Cake
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "URODZINY"?;Birthday;Holiday;Party
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "IMPREZA/PRZYJĘCIE"?;Party;School;Work
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "ZAMEK" (budowla)?;Castle;House;Garden
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "KRÓL"?;King;Queen;Prince
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "KRÓLOWA"?;Queen;King;Princess
Przyroda;Zwierzęta;średnie;Które zwierzę potrafi spać stojąc?;Koń;Krowa;Pies
Przyroda;Zwierzęta;łatwe;Gdzie mieszkają małe ptaszki, zanim nauczą się latać?;W gnieździe;W norze;W dziupli
Przyroda;Zwierzęta;średnie;Jak nazywa się domek mrówek?;Mrowisko;Ul;Stajnia
Przyroda;Zwierzęta;średnie;Które zwierzę ma na nosie róg?;Nosorożec;Słoń;Lew
Przyroda;Zwierzęta;łatwe;Które zwierzę daje nam wełnę na ciepłe swetry?;Owca;Koń;Świnia
Bajki i Legendy;Postacie;łatwe;Jak nazywa się przyjaciel Myszki Miki, który jest psem?;Pluto;Goofy;Donald
Bajki i Legendy;Postacie;średnie;Jak nazywa się syrenka, która chciała mieć nogi?;Ariel;Bella;Jasmina
Bajki i Legendy;Postacie;średnie;Kto jest wrogiem Myszki Jerry?;Kot Tom;Pies Pluto;Kaczor Donald
Bajki i Legendy;Postacie;łatwe;Jak ma na imię księżniczka, która zgubiła szklany pantofelek?;Kopciuszek;Śnieżka;Śpiąca Królewna
Polska i Świat;Tradycje;średnie;Co tradycyjnie robimy z marzanną, żeby przegonić zimę?;Topimy ją w wodzie;Ubieramy w bombki;Pieczemy w piecu
Codzienne Odkrycia;Pogoda;łatwe;Co spada z nieba i jest mokre?;Deszcz;Śnieg;Kamienie
Codzienne Odkrycia;Czas;średnie;Ile minut ma jedna godzina?;60;100;10
Codzienne Odkrycia;Kosmos;średnie;Jak nazywa się pojazd, którym poruszają się astronauci po powierzchni Księżyca?;Łazik;Samochód;Rower
Codzienne Odkrycia;Ciało;średnie;Gdzie znajduje się Twoje kolano?;W nodze;W ręce;W głowie
Codzienne Odkrycia;Higiena;łatwe;Czym wycieramy nos, gdy mamy katar?;Chusteczką;Ręcznikiem;Rękawem
Kulinaria;Jedzenie;średnie;Z czego robi się powidła i dżemy?;Z owoców;Z warzyw;Z mięsa
Kulinaria;Jedzenie;łatwe;Jaki smak ma cytryna?;Kwaśny;Słodki;Słony
Bezpieczeństwo;Ruch drogowy;średnie;Co musi założyć pasażer zaraz po wejściu do samochodu?;Pasy bezpieczeństwa;Kask;Okulary
Zawody;Praca;średnie;Kto sprzedaje nam produkty w sklepie?;Sprzedawca;Fryzjer;Malarz
Zawody;Praca;średnie;Kto strzyże i czesze nam włosy?;Fryzjer;Kosmetyczka;Krawiec
Sport;Zabawa;średnie;Jak nazywają się buty z kółkami, na których jeździmy po chodniku?;Rolki;Łyżwy;Narty
Język Angielski;Przetłumacz na polski;średnie;Co oznacza angielskie słowo "TOOTHBRUSH"?;Szczoteczka do zębów;Grzebień;Ręcznik
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SOAP"?;Mydło;Woda;Szampon
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "TOWEL"?;Ręcznik;Koc;Poduszka
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "BIG"?;Duży;Mały;Szybki
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SMALL"?;Mały;Duży;Gruby
Język Angielski;Przetłumacz na polski;łatwe;Jak powiesz po polsku "I AM HAPPY"?;Jestem wesoły;Jestem smutny;Jestem głodny
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza kolor "BROWN"?;Brązowy;Czarny;Biały
Język Angielski;Przetłumacz na polski;średnie;Co oznacza kolor "PURPLE"?;Fioletowy;Różowy;Szary
Język Angielski;Przetłumacz na polski;średnie;Co oznacza kolor "GREY"?;Szary;Biały;Czarny
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "PIG"?;Świnka;Krowa;Owca
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "HORSE"?;Koń;Osioł;Kozioł
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "DUCK"?;Kaczka;Gęś;Kura
Język Angielski;Przetłumacz na polski;trudne;Ile to jest "ELEVEN"?;Jedenaście;Dwanaście;Dziesięć
Język Angielski;Przetłumacz na polski;trudne;Ile to jest "TWELVE"?;Dwanaście;Dwadzieścia;Jedenaście
Język Angielski;Przetłumacz na polski;trudne;Ile to jest "TWENTY"?;Dwadzieścia;Dwanaście;Dziesięć
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "FAST"?;Szybki;Wolny;Głośny
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SLOW"?;Wolny;Szybki;Mały
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "COLD"?;Zimno;Gorąco;Mokro
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "HOT"?;Gorąco;Zimno;Sucho
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "WOLF"?;Wilk;Lis;Niedźwiedź
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "FOX"?;Lis;Wilk;Wiewiórka
Język Angielski;Przetłumacz na polski;średnie;Jak powiesz po polsku "WAKE UP"?;Obudź się;Idź spać;Umyj się
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "DANCE"?;Tańczyć;Śpiewać;Skakać
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "RUN"?;Biegać;Chodzić;Siedzieć
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "CLAP YOUR HANDS"?;Zaklaszcz w dłonie;Tupnij nogami;Dotknij nosa
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "ŚWINKA"?;Pig;Cow;Duck
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "OWCA"?;Sheep;Goat;Cow
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "PSZCZOŁA"?;Bee;Spider;Ant
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "MRÓWKA"?;Ant;Bee;Fly
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SKRZYDŁA"?;Wings;Legs;Eyes
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KWIAT"?;Flower;Tree;Grass
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "TRAWA"?;Grass;Flower;Leaf
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "LIŚĆ"?;Leaf;Tree;Flower
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SŁODKI"?;Sweet;Sour;Salty
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KWAŚNY"?;Sour;Sweet;Bitter
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KOŁO" (kształt)?;Circle;Square;Triangle
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KWADRAT"?;Square;Circle;Star
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "TRÓJKĄT"?;Triangle;Square;Circle
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "SERCE"?;Heart;Star;Circle
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "PŁYWAĆ"?;Swim;Fly;Run
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SKAKAĆ"?;Jump;Climb;Sleep
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "WSPINAĆ SIĘ"?;Climb;Jump;Walk
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "CZYTAĆ"?;Read;Write;Draw
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "PISAĆ"?;Write;Read;Sing
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "RYSOWAĆ"?;Draw;Read;Eat
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "KOLACJA"?;Supper;Breakfast;Lunch
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "ŚNIADANIE"?;Breakfast;Lunch;Dinner
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "DZIĘKUJĘ"?;Thank you;Please;Sorry
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "PRZEPRASZAM" (gdy coś nabroimy)?;I am sorry;Excuse me;Thank you
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "PRZEPRASZAM" (gdy chcemy przejść)?;Excuse me;I am sorry;Please
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "PROSZĘ" (prosząc o coś)?;Please;Thank you;Sorry
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "DOBRY"?;Good;Bad;Big
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "ZŁY" (niedobry)?;Bad;Good;Small
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "DZIŚ"?;Today;Tomorrow;Yesterday
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "JUTRO"?;Tomorrow;Today;Yesterday
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "WCZORAJ"?;Yesterday;Today;Tomorrow
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza angielskie słowo "ICE"?;Lód;Woda;Ogień
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "FIRE"?;Ogień;Woda;Ziemia
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "BICYCLE"?;Rower;Hulajnoga;Motor
Język Angielski;Przetłumacz na polski;średnie;Jak powiesz po polsku "BE CAREFUL"?;Uważaj;Chodź tutaj;Dziękuję
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "WINDOW"?;Okno;Drzwi;Ściana
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "FLOOR"?;Podłoga;Sufit;Schody
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "BATHROOM"?;Łazienka;Kuchnia;Sypialnia
Język Angielski;Przetłumacz na polski;trudne;Ile to jest "THIRTEEN"?;Trzynaście;Trzy;Trzydzieści
Język Angielski;Przetłumacz na polski;trudne;Ile to jest "FOURTEEN"?;Czternaście;Cztery;Środa
Język Angielski;Przetłumacz na polski;trudne;Ile to jest "FIFTEEN"?;Piętnaście;Pięć;Piątek
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "MONSTER"?;Potwór;Smok;Duch
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "GHOST"?;Duch;Potwór;Wampir
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "WITCH"?;Czarownica;Wróżka;Królewna
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "GRZYB"?;Mushroom;Apple;Flower
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "ŚLIMAK"?;Snail;Spider;Frog
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "ŻÓŁW"?;Turtle;Snake;Fish
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "WĄŻ"?;Snake;Turtle;Lizard
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "DŁUGI"?;Long;Short;Small
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KRÓTKI"?;Short;Long;Big
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "PRZYJACIEL"?;Friend;Teacher;Student
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "DRUGI" (numer 2 w kolejce)?;Second;First;Third
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "PIERWSZY" (numer 1 w kolejce)?;First;Last;One
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "GARAŻ"?;Garage;House;Garden
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KOSZ" (na śmieci)?;Bin;Box;Bag
Przyroda;Zwierzęta;średnie;Jak nazywa się największy lądowy drapieżnik, który ma białe futro?;Niedźwiedź polarny;Lew;Tygrys
Przyroda;Zwierzęta;średnie;Który ptak potrafi spać w locie?;Jerzyk;Wróbel;Gołąb
Przyroda;Zwierzęta;średnie;Ile nóg ma rak?;Dziesięć;Sześć;Osiem
Przyroda;Rośliny;łatwe;Z czego wyrastają kwiaty i drzewa?;Z nasion;Z kamieni;Z wody
Przyroda;Rośliny;średnie;Co jest potrzebne roślinie, żeby mogła rosnąć?;Woda i słońce;Cukierki;Zabawki
Bajki i Legendy;Postacie;łatwe;Jak nazywa się chłopiec, który wychował się w dżungli z wilkami?;Mowgli;Tarzan;Simba
Bajki i Legendy;Postacie;średnie;Kto jest najlepszym przyjacielem Zygzaka McQueena?;Złomek;Sally;Luigi
Bajki i Legendy;Postacie;łatwe;Jak ma na imię mała świnka z popularnej bajki, która ma brata o imieniu George?;Peppa;Maja;Dora
Polska i Świat;Symbole;średnie;Jak nazywa się słynny polski kompozytor, który grał na pianinie?;Fryderyk Chopin;Mikołaj Kopernik;Jan Paweł II
Codzienne Odkrycia;Zjawiska;średnie;Co to jest echo?;Głos, który do nas wraca;Rodzaj ptaka;Cień na ścianie
Codzienne Odkrycia;Zjawiska;łatwe;Dlaczego w nocy jest ciemno?;Bo słońce świeci po drugiej stronie Ziemi;Bo słońce idzie spać;Bo ktoś wyłączył światło
Codzienne Odkrycia;Higiena;średnie;Dlaczego musimy myć owoce?;Żeby pozbyć się brudu i bakterii;Żeby lepiej smakowały;Żeby zmieniły kolor
Kulinaria;Smaki;średnie;Jak smakują chipsy?;Słono;Słodko;Kwaśno
Kulinaria;Jedzenie;średnie;Z czego robi się ser żółty?;Z mleka;Z jajek;Z mąki
Zawody;Praca;średnie;Kto projektuje i buduje roboty lub maszyny?;Inżynier;Pisarz;Aktor
Zawody;Praca;średnie;Kto pisze książki dla dzieci?;Pisarz;Czytelnik;Drukarz
Sport;Gry;średnie;W co gramy, rzucając kulą w białe kręgle, żeby je przewrócić?;Kręgle;Bilard;Hokej
Sport;Gry;średnie;Co zakładamy na nogi, żeby jeździć po śniegu (nie są to narty ani sanki)?;Snowboard;Rolki;Łyżwy
